	[psi_1, psi2]	[ssx,ssy, esx,esy]	sampled prefrence	ER
2967	"[[2. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[2. 1. 2. 2.]
 [1. 9. 3. 8.]]"	[0, 1]	[-88.44153766790625, -3.95623551649075]
2968	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[8. 2. 6. 3.]
 [2. 7. 0. 6.]]"	[0, 1]	[-93.7247130297377, -7.114918997604214]
2969	"[[2. 0. 1. 1. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[5. 3. 6. 3.]
 [7. 5. 7. 8.]]"	[0, 1]	[-91.63632030840625, 0.13870819795000955]
2970	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 1. 0.]]"	"[[6. 9. 8. 9.]
 [8. 5. 8. 2.]]"	[1, 0]	[-1.9500000000000028, -7.1314349202622935]
2971	"[[0. 1. 0. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 8. 8. 9.]
 [4. 0. 6. 0.]]"	[1, 0]	[-0.9020500000000027, -3.914955323550032]
2972	"[[1. 0. 1. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 6. 3. 6.]
 [9. 6. 9. 6.]]"	[0, 1]	[-95.7207190257387, -3.0]
2973	"[[0. 0. 1. 0. 0. 2.]
 [1. 0. 0. 0. 0. 2.]]"	"[[1. 7. 3. 6.]
 [6. 9. 7. 9.]]"	[0, 1]	[-92.63931930840624, -2.950000000000003]
2974	"[[2. 1. 0. 1. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[9. 8. 8. 9.]
 [5. 2. 4. 0.]]"	[1, 0]	[-0.9500000000000028, -8.117668304508015]
2975	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 8. 8. 9.]
 [5. 2. 6. 2.]]"	[0, 1]	[-2.950000000000003, -1.953378659706594]
2976	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 6. 3. 6.]
 [4. 4. 4. 1.]]"	[0, 1]	[-90.63732030840626, -6.119788092600615]
2977	"[[0. 0. 1. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 6. 3. 6.]
 [9. 0. 8. 0.]]"	[0, 1]	[-92.63732030840626, -4.040584729886241]
2978	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 3. 2. 2.]
 [9. 2. 8. 0.]]"	[0, 1]	[-91.59568398809785, -6.1248801113964575]
2979	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 3. 2. 2.]
 [9. 2. 9. 4.]]"	[0, 1]	[-88.44353466890624, -0.9115297664929969]
2980	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 3. 2. 2.]
 [2. 7. 1. 5.]]"	[0, 1]	[-87.44353466890624, -7.114918997604214]
2981	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[1. 0. 2. 2.]
 [2. 7. 1. 9.]]"	[0, 1]	[-86.3706900341081, -3.9572792809742623]
2982	"[[2. 1. 0. 1. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[9. 7. 8. 9.]
 [6. 7. 5. 7.]]"	[1, 0]	[0.09994999999999976, -4.04585514795]
2983	"[[1. 1. 0. 0. 0. 1.]
 [2. 0. 0. 1. 0. 1.]]"	"[[5. 9. 8. 9.]
 [6. 7. 7. 7.]]"	[1, 0]	[0.09794999999999732, -2.95309795]
2984	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 4. 2. 2.]
 [2. 0. 0. 1.]]"	[0, 1]	[-88.56108430510974, -5.0324130871352395]
2985	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 3. 2. 2.]
 [7. 2. 8. 4.]]"	[0, 1]	[-88.44353466890624, 0.1283034853420233]
2986	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 7. 8. 9.]
 [6. 8. 4. 7.]]"	[1, 0]	[0.09994999999999976, -6.13756649075205]
2987	"[[1. 1. 0. 0. 0. 1.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 9. 8. 9.]
 [3. 8. 2. 9.]]"	[1, 0]	[-0.9500000000000028, -6.0]
2988	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [0. 3. 0. 4.]]"	[1, 0]	[-0.9500000000000028, -2.9525449553363927]
2989	"[[2. 1. 0. 1. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[9. 7. 8. 9.]
 [5. 0. 5. 0.]]"	[1, 0]	[0.09994999999999976, -6.0]
2990	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 8. 8. 9.]
 [4. 7. 5. 9.]]"	[0, 1]	[-0.9020500000000027, 0.13756649075205019]
2991	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 3. 2. 2.]
 [4. 1. 1. 1.]]"	[0, 1]	[-90.55608830410975, -7.1084410815683015]
2992	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[0. 1. 2. 2.]
 [3. 0. 4. 1.]]"	[0, 1]	[-85.3736830431031, -0.9250054521006064]
2993	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 7. 3. 6.]
 [5. 7. 5. 6.]]"	[0, 1]	[-96.80929280205001, -4.04480929280205]
2994	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[2. 4. 3. 6.]
 [3. 1. 3. 3.]]"	[0, 1]	[-88.56108430510974, -1.9219273794800884]
2995	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 7. 3. 6.]
 [1. 9. 0. 7.]]"	[0, 1]	[-96.80929280205001, -7.120039036640847]
2996	"[[1. 0. 1. 0. 0. 1.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 8. 3. 6.]
 [1. 9. 3. 9.]]"	[0, 1]	[-97.80929280205001, -1.9114262236887]
2997	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 5. 2. 2.]
 [1. 3. 0. 4.]]"	[0, 1]	[-89.59868298809785, -3.9890249700199902]
2998	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[2. 1. 2. 2.]
 [2. 9. 3. 9.]]"	[0, 1]	[-87.44153766790625, -3.95519070719795]
2999	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 1. 2. 2.]
 [5. 7. 4. 5.]]"	[0, 1]	[-87.44153766790625, -6.131294495337038]
3000	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[3. 0. 2. 2.]
 [5. 7. 3. 8.]]"	[0, 1]	[-87.44153766790625, -6.04480929280205]
3001	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [2. 6. 0. 5.]]"	[1, 0]	[-0.9500000000000028, -6.110804078606613]
3002	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 1. 0.]]"	"[[5. 9. 8. 9.]
 [0. 1. 0. 2.]]"	[1, 0]	[0.09794999999999732, -2.965591908865761]
3003	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[2. 6. 3. 6.]
 [8. 2. 7. 0.]]"	[0, 1]	[-90.63732030840626, -4.122050006674833]
3004	"[[0. 0. 1. 0. 0. 2.]
 [3. 0. 0. 0. 1. 0.]]"	"[[2. 6. 3. 6.]
 [8. 2. 8. 3.]]"	[0, 1]	[-92.63732030840626, -2.95723251948975]
3005	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[0. 3. 2. 2.]
 [5. 4. 4. 2.]]"	[0, 1]	[-87.44353466890624, -4.121910002603215]
3006	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[1. 0. 2. 2.]
 [0. 3. 1. 2.]]"	[0, 1]	[-86.3706900341081, -3.0]
3007	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 4. 2. 2.]
 [3. 7. 2. 5.]]"	[0, 1]	[-88.56108430510974, -9.12203603764086]
3008	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[0. 3. 2. 2.]
 [3. 7. 4. 9.]]"	[0, 1]	[-88.44353466890624, -0.865571075738707]
3009	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 7. 8. 9.]
 [5. 4. 4. 6.]]"	[1, 0]	[0.09994999999999976, -1.9572792809742552]
3010	"[[1. 1. 0. 0. 0. 1.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 9. 8. 9.]
 [5. 4. 5. 7.]]"	[0, 1]	[-0.9500000000000028, 0.13129449533703763]
3011	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [2. 0. 2. 0.]]"	[1, 0]	[-0.9500000000000028, -3.0]
3012	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 8. 8. 9.]
 [5. 4. 5. 5.]]"	[1, 0]	[-0.9020500000000027, -1.9572792809742552]
3013	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[9. 7. 8. 9.]
 [0. 1. 1. 1.]]"	[1, 0]	[0.09994999999999976, -2.965591908865761]
3014	"[[0. 1. 0. 0. 0. 2.]
 [3. 0. 0. 0. 1. 0.]]"	"[[6. 8. 8. 9.]
 [3. 1. 2. 3.]]"	[1, 0]	[-0.9020500000000027, -2.9604834677842007]
3015	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[5. 7. 3. 6.]
 [3. 0. 2. 0.]]"	[0, 1]	[-96.80929280205001, -3.035441537667907]
3016	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 2. 0.]]"	"[[2. 4. 3. 6.]
 [5. 4. 6. 4.]]"	[0, 1]	[-88.56108430510974, -4.953285276975258]
3017	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[5. 7. 3. 6.]
 [7. 6. 7. 7.]]"	[0, 1]	[-96.80929280205001, -1.9540979499999978]
3018	"[[1. 0. 1. 0. 0. 1.]
 [2. 0. 0. 0. 0. 1.]]"	"[[4. 8. 3. 6.]
 [1. 8. 1. 9.]]"	[0, 1]	[-97.80929280205001, -1.958279280974267]
3019	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 5. 2. 2.]
 [1. 6. 1. 5.]]"	[0, 1]	[-89.59868298809785, -4.037600679989104]
3020	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[2. 1. 2. 2.]
 [0. 1. 1. 3.]]"	[0, 1]	[-87.44153766790625, -0.8936683595132635]
3021	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[2. 1. 2. 2.]
 [3. 7. 1. 6.]]"	[0, 1]	[-87.44153766790625, -9.120039036640854]
3022	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[3. 0. 2. 2.]
 [3. 7. 4. 9.]]"	[0, 1]	[-87.44153766790625, -0.865571075738707]
3023	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[9. 8. 8. 9.]
 [2. 5. 0. 4.]]"	[1, 0]	[-0.9500000000000028, -4.107693274528003]
3024	"[[1. 1. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 2.]]"	"[[5. 9. 8. 9.]
 [3. 8. 4. 8.]]"	[1, 0]	[0.09794999999999732, -3.95519070719795]
3025	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 3. 6. 3.]
 [6. 7. 6. 6.]]"	[0, 1]	[-91.63632030840625, -4.04585514795]
3026	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[5. 3. 6. 3.]
 [6. 7. 4. 8.]]"	[0, 1]	[-93.63632030840625, -4.04585514795]
3027	"[[2. 1. 0. 1. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 8. 8. 9.]
 [5. 7. 3. 8.]]"	[1, 0]	[-0.9500000000000028, -5.04480929280205]
3028	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 1. 1.]]"	"[[6. 8. 8. 9.]
 [4. 2. 4. 1.]]"	[1, 0]	[-0.9020500000000027, -6.03955608830411]
3029	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[4. 4. 3. 6.]
 [1. 3. 1. 4.]]"	[0, 1]	[-92.63632030840625, -2.953498453790189]
3030	"[[0. 0. 1. 0. 0. 2.]
 [3. 0. 0. 0. 1. 0.]]"	"[[2. 6. 3. 6.]
 [1. 3. 0. 3.]]"	[0, 1]	[-92.63732030840626, -5.0364800146835975]
3031	"[[0. 0. 1. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[1. 7. 3. 6.]
 [4. 7. 2. 8.]]"	[0, 1]	[-92.63931930840624, -8.04376448350925]
3032	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 4. 3. 6.]
 [4. 7. 5. 7.]]"	[0, 1]	[-88.56108430510974, -1.95519070719795]
3033	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 1. 2. 2.]
 [5. 9. 5. 8.]]"	[0, 1]	[-87.44153766790625, -4.04690205]
3034	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 3. 2. 2.]
 [6. 4. 5. 6.]]"	[0, 1]	[-88.44353466890624, -0.9602295204897544]
3035	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 5. 6. 3.]
 [2. 9. 1. 7.]]"	[0, 1]	[-94.7207190257387, -9.125164200841702]
3036	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[4. 2. 6. 3.]
 [7. 1. 9. 2.]]"	[0, 1]	[-91.55608830410975, -0.9732800606483067]
3037	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[5. 6. 3. 5.]
 [9. 8. 9. 9.]]"	[0, 1]	[-95.76448350924795, -1.9500000000000028]
3038	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[1. 4. 3. 5.]
 [9. 8. 8. 8.]]"	[0, 1]	[-87.52651622979965, -5.950000000000003]
3039	"[[2. 1. 0. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 9. 8. 9.]
 [5. 9. 5. 8.]]"	[1, 0]	[-2.0, -4.04690205]
3040	"[[0. 1. 0. 0. 0. 2.]
 [1. 0. 0. 0. 0. 2.]]"	"[[7. 9. 8. 9.]
 [6. 9. 7. 9.]]"	[0, 1]	[-4.0, -2.950000000000003]
3041	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[9. 3. 6. 3.]
 [6. 7. 3. 7.]]"	[0, 1]	[-95.7127380057487, -7.134428924261293]
3042	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[8. 2. 6. 3.]
 [6. 7. 7. 9.]]"	[0, 1]	[-93.7247130297377, -0.8551479500000028]
3043	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 1. 0. 2.]]"	"[[1. 6. 3. 5.]
 [8. 8. 6. 7.]]"	[0, 1]	[-89.60067998909786, -8.144852049999997]
3044	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[1. 6. 3. 5.]
 [5. 8. 8. 8.]]"	[0, 1]	[-89.60067998909786, -0.8551479500000028]
3045	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 3. 2. 2.]
 [9. 0. 8. 0.]]"	[0, 1]	[-89.51753221580563, -4.040584729886241]
3046	"[[2. 0. 1. 0. 1. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[0. 1. 2. 2.]
 [6. 9. 7. 9.]]"	[0, 1]	[-86.3736830431031, -1.9500000000000028]
3047	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[8. 4. 6. 3.]
 [7. 7. 7. 6.]]"	[0, 1]	[-95.81129180205, -5.045902050000002]
3048	"[[2. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[4. 4. 6. 3.]
 [7. 7. 8. 7.]]"	[0, 1]	[-93.63632030840625, -3.95205]
3049	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 7. 8. 9.]
 [6. 8. 6. 7.]]"	[1, 0]	[0.09994999999999976, -4.04690205]
3050	"[[0. 1. 0. 0. 0. 2.]
 [1. 0. 0. 1. 0. 2.]]"	"[[6. 8. 8. 9.]
 [6. 8. 6. 7.]]"	[1, 0]	[-0.9020500000000027, -5.04690205]
3051	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 2. 2. 2.]
 [5. 9. 3. 8.]]"	[0, 1]	[-87.44353466890624, -7.13756649075205]
3052	"[[2. 0. 1. 0. 1. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[0. 1. 2. 2.]
 [0. 7. 2. 8.]]"	[0, 1]	[-86.3736830431031, -0.879960963359153]
3053	"[[2. 1. 0. 1. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 8. 8. 9.]
 [1. 8. 0. 9.]]"	[1, 0]	[-0.9500000000000028, -3.0]
3054	"[[0. 1. 0. 0. 0. 2.]
 [0. 0. 0. 0. 0. 3.]]"	"[[6. 8. 8. 9.]
 [1. 8. 3. 7.]]"	[1, 0]	[-0.9020500000000027, -2.95827928097426]
3055	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[8. 4. 6. 3.]
 [4. 4. 5. 5.]]"	[0, 1]	[-95.81129180205, -0.915601282667545]
3056	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[5. 3. 6. 3.]
 [6. 9. 7. 9.]]"	[0, 1]	[-92.63632030840625, -2.950000000000003]
3057	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[2. 1. 2. 2.]
 [6. 6. 5. 6.]]"	[0, 1]	[-87.44153766790625, -4.04480929280205]
3058	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 1. 2. 2.]
 [6. 6. 6. 7.]]"	[0, 1]	[-85.3736830431031, -1.9541448520499998]
3059	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[3. 2. 2. 2.]
 [1. 1. 0. 2.]]"	[0, 1]	[-90.51653221580564, -4.0]
3060	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 0. 2. 2.]
 [1. 1. 2. 1.]]"	[0, 1]	[-88.44153766790625, -1.9665534663310922]
3061	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[1. 0. 2. 2.]
 [7. 2. 8. 0.]]"	[0, 1]	[-86.3706900341081, -3.138843160361475]
3062	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 2. 0.]]"	"[[0. 1. 2. 2.]
 [7. 2. 8. 2.]]"	[0, 1]	[-86.3736830431031, -3.958275286970263]
3063	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[1. 7. 3. 6.]
 [9. 1. 7. 1.]]"	[0, 1]	[-90.63931930840624, -3.9840509140839515]
3064	"[[0. 0. 1. 0. 0. 2.]
 [1. 0. 0. 1. 0. 2.]]"	"[[2. 6. 3. 6.]
 [2. 0. 4. 1.]]"	[0, 1]	[-92.63732030840626, -0.8895639144326992]
3065	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 4. 6. 3.]
 [9. 0. 9. 0.]]"	[0, 1]	[-92.63632030840625, -3.0]
3066	"[[2. 0. 1. 1. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[4. 2. 6. 3.]
 [7. 8. 8. 8.]]"	[0, 1]	[-90.55608830410975, -2.950000000000003]
3067	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[9. 3. 6. 3.]
 [5. 5. 5. 5.]]"	[0, 1]	[-95.7127380057487, -3.0]
3068	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[4. 4. 6. 3.]
 [4. 7. 7. 7.]]"	[0, 1]	[-92.63632030840625, -0.8624335092479498]
3069	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[7. 4. 6. 3.]
 [2. 4. 2. 3.]]"	[0, 1]	[-95.76748051024795, -2.0435520893041073]
3070	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[6. 4. 6. 3.]
 [2. 4. 2. 5.]]"	[0, 1]	[-93.7247130297377, -1.9624013170118957]
3071	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[0. 3. 2. 2.]
 [3. 1. 2. 0.]]"	[0, 1]	[-87.44353466890624, -3.071919553351499]
3072	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[1. 0. 2. 2.]
 [3. 1. 2. 1.]]"	[0, 1]	[-86.3706900341081, -5.036478015683592]
3073	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[0. 3. 2. 2.]
 [8. 2. 7. 1.]]"	[0, 1]	[-87.44353466890624, -4.0824077013464475]
3074	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[3. 0. 2. 2.]
 [8. 2. 8. 2.]]"	[0, 1]	[-88.44153766790625, -4.0]
3075	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[4. 8. 3. 6.]
 [8. 4. 7. 2.]]"	[0, 1]	[-96.80929280205001, -6.128303485342023]
3076	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[1. 5. 3. 6.]
 [9. 5. 9. 8.]]"	[0, 1]	[-88.56307930910876, 0.14670119995000164]
3077	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[1. 7. 3. 6.]
 [9. 5. 8. 5.]]"	[0, 1]	[-90.63931930840624, -4.947150850050001]
3078	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[3. 0. 2. 2.]
 [3. 1. 4. 1.]]"	[0, 1]	[-87.44153766790625, -1.9614834677841984]
3079	"[[0. 1. 0. 0. 0. 2.]
 [2. 0. 0. 0. 0. 1.]]"	"[[6. 9. 8. 9.]
 [3. 7. 5. 8.]]"	[0, 1]	[-1.9500000000000028, -0.865571075738707]
3080	"[[2. 0. 1. 1. 0. 0.]
 [3. 0. 0. 1. 0. 0.]]"	"[[5. 3. 6. 3.]
 [7. 3. 7. 1.]]"	[0, 1]	[-91.63632030840625, -4.08240770134644]
3081	"[[2. 0. 1. 0. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[7. 1. 6. 3.]
 [8. 6. 8. 7.]]"	[0, 1]	[-91.64230532839126, -3.95205]
3082	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[1. 4. 2. 2.]
 [8. 6. 8. 5.]]"	[0, 1]	[-87.52651622979965, -4.045902050000002]
3083	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[0. 1. 2. 2.]
 [6. 7. 6. 6.]]"	[0, 1]	[-86.3736830431031, -4.04585514795]
3084	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[0. 1. 2. 2.]
 [1. 3. 0. 2.]]"	[0, 1]	[-85.3736830431031, -6.071923549352498]
3085	"[[2. 0. 1. 0. 1. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[0. 1. 2. 2.]
 [3. 7. 2. 9.]]"	[0, 1]	[-86.3736830431031, -4.956235516490757]
3086	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[2. 3. 2. 2.]
 [5. 8. 3. 7.]]"	[0, 1]	[-89.51753221580563, -8.134428924261293]
3087	"[[2. 0. 1. 0. 0. 0.]
 [1. 0. 0. 0. 0. 2.]]"	"[[1. 0. 2. 2.]
 [2. 6. 4. 7.]]"	[0, 1]	[-86.3706900341081, 0.12716320084169297]
3088	"[[2. 0. 1. 1. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[5. 3. 6. 3.]
 [2. 9. 2. 9.]]"	[0, 1]	[-91.63632030840625, -6.0]
3089	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 0. 0.]]"	"[[3. 3. 6. 3.]
 [2. 9. 5. 9.]]"	[0, 1]	[-90.55608830410975, 0.13756649075205019]
3090	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 2. 0.]]"	"[[2. 5. 3. 5.]
 [4. 2. 3. 2.]]"	[0, 1]	[-89.59868298809785, -6.03955608830411]
3091	"[[2. 0. 1. 0. 0. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[2. 5. 3. 5.]
 [4. 2. 4. 3.]]"	[0, 1]	[-89.59868298809785, -3.9604043160118962]
3092	"[[2. 0. 1. 1. 0. 0.]
 [0. 0. 0. 0. 0. 3.]]"	"[[5. 3. 6. 3.]
 [4. 8. 3. 8.]]"	[0, 1]	[-91.63632030840625, -7.04480929280205]
3093	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 0. 0. 1.]]"	"[[5. 3. 6. 3.]
 [4. 8. 4. 9.]]"	[0, 1]	[-92.63632030840625, -2.9541448520499998]
3094	"[[2. 0. 1. 0. 0. 0.]
 [2. 0. 0. 1. 0. 1.]]"	"[[7. 5. 6. 3.]
 [5. 3. 4. 1.]]"	[0, 1]	[-95.81129180205, -5.119788092600615]
3095	"[[2. 0. 1. 0. 1. 0.]
 [3. 0. 0. 0. 1. 0.]]"	"[[4. 4. 6. 3.]
 [5. 3. 7. 4.]]"	[0, 1]	[-93.63632030840625, -1.8688397981583051]
